,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
454,Studio District,43.6595255,-79.340923,District 28,43.65517388160507,-79.34059760137761,Coworking Space
455,Studio District,43.6595255,-79.340923,Chez Nous,43.65964,-79.3469,Wine Bar
456,Studio District,43.6595255,-79.340923,Sweat & Soda,43.66185374187197,-79.33619591158853,Café
457,Studio District,43.6595255,-79.340923,Delica Kitchen,43.66080581509536,-79.34150197940215,Café
458,Studio District,43.6595255,-79.340923,Jimmie Simpson Park,43.65922968838468,-79.3450629597167,Park
459,Studio District,43.6595255,-79.340923,The Roy Public House,43.660451849464096,-79.34299382973943,Bar
460,Studio District,43.6595255,-79.340923,Spirit Loft Yoga,43.66354815944136,-79.3413327874046,Yoga Studio
461,Studio District,43.6595255,-79.340923,Dwell Gym,43.6634116374049,-79.3411044597478,Gym / Fitness Center
462,Studio District,43.6595255,-79.340923,Brooklyn Tavern,43.66193697467491,-79.33593786927155,American Restaurant
463,Studio District,43.6595255,-79.340923,Barrio Cerveceria,43.66043013260822,-79.34350897486634,Latin American Restaurant
464,Studio District,43.6595255,-79.340923,The Thirsty Duck,43.66113846977925,-79.34010994796954,Gastropub
465,Studio District,43.6595255,-79.340923,TD Canada Trust,43.660659451666845,-79.34277481866047,Bank
466,Studio District,43.6595255,-79.340923,Good Neighbour,43.6610004575794,-79.34029809683763,Clothing Store
467,Studio District,43.6595255,-79.340923,7-Eleven,43.660897,-79.340159,Convenience Store
468,Studio District,43.6595255,-79.340923,Gale's Snack Bar,43.658239,-79.339077,Diner
469,Studio District,43.6595255,-79.340923,Saulter Street Brewery,43.6584115679406,-79.34639217979787,Brewery
470,Studio District,43.6595255,-79.340923,McQueens Pub,43.66148312783299,-79.338072195258,Gastropub
471,Lawrence Park,43.7280205,-79.3887901,Lawrence Park Ravine,43.72696303913755,-79.39438246708775,Park
472,Lawrence Park,43.7280205,-79.3887901,Zodiac Swim School,43.72853205765438,-79.3828602612317,Swim School
473,Lawrence Park,43.7280205,-79.3887901,TTC Bus #162 - Lawrence-Donway,43.72802605799448,-79.38280527753858,Bus Line
474,Davisville North,43.7127511,-79.3901975,Summerhill Market North,43.71549914910689,-79.39288125988016,Food & Drink Shop
475,Davisville North,43.7127511,-79.3901975,Sherwood Park,43.71655100307589,-79.38777567141624,Park
476,Davisville North,43.7127511,-79.3901975,Homeway Restaurant & Brunch,43.71264120397444,-79.39155655199944,Breakfast Spot
477,Davisville North,43.7127511,-79.3901975,Winners,43.71323606413252,-79.3938728363979,Department Store
478,Davisville North,43.7127511,-79.3901975,Best Western Roehampton Hotel & Suites,43.7088783,-79.3908798,Hotel
479,Davisville North,43.7127511,-79.3901975,Subway,43.7084743635371,-79.39067425664052,Sandwich Place
480,Davisville North,43.7127511,-79.3901975,Gym,43.71312601210131,-79.39353747528043,Gym
481,North Toronto West,43.7153834,-79.40567840000001,Barreworks,43.71407030751952,-79.40010911522093,Yoga Studio
482,North Toronto West,43.7153834,-79.40567840000001,Nailsense,43.71746731916717,-79.40065341489495,Spa
483,North Toronto West,43.7153834,-79.40567840000001,C'est Bon,43.71678474928588,-79.40040634837081,Chinese Restaurant
484,North Toronto West,43.7153834,-79.40567840000001,Civello Salon,43.71511093497453,-79.40030409940266,Salon / Barbershop
485,North Toronto West,43.7153834,-79.40567840000001,Uncle Betty's Diner,43.7144524368588,-79.40009057656115,Diner
486,North Toronto West,43.7153834,-79.40567840000001,Tio's Urban Mexican,43.71463,-79.4,Mexican Restaurant
487,North Toronto West,43.7153834,-79.40567840000001,Sushi Shop,43.713861,-79.400093,Restaurant
488,North Toronto West,43.7153834,-79.40567840000001,lululemon,43.7134783384539,-79.4000817882245,Clothing Store
489,North Toronto West,43.7153834,-79.40567840000001,Starbucks,43.71559,-79.40045,Coffee Shop
490,North Toronto West,43.7153834,-79.40567840000001,Dufflet Pastries,43.71572948229811,-79.40028336157728,Dessert Shop
491,North Toronto West,43.7153834,-79.40567840000001,A&W,43.715149,-79.399944,Fast Food Restaurant
492,North Toronto West,43.7153834,-79.40567840000001,Sporting Life,43.71627717160474,-79.40024796918705,Sporting Goods Shop
493,North Toronto West,43.7153834,-79.40567840000001,GAP,43.71544977487359,-79.40008916661074,Clothing Store
494,North Toronto West,43.7153834,-79.40567840000001,Tim Hortons,43.71489400011398,-79.39977586269379,Coffee Shop
495,North Toronto West,43.7153834,-79.40567840000001,St. Clements - Yonge Parkette,43.71206179547874,-79.40425523454469,Park
496,North Toronto West,43.7153834,-79.40567840000001,Club Monaco,43.714967738797675,-79.40032705135621,Clothing Store
497,North Toronto West,43.7153834,-79.40567840000001,Second Cup,43.714583000256965,-79.40011973797179,Café
498,North Toronto West,43.7153834,-79.40567840000001,Budget Car & Truck Rental,43.718479,-79.401165,Rental Car Location
499,Davisville,43.7043244,-79.3887901,Jules Cafe Patisserie,43.70413799694304,-79.38841260442167,Dessert Shop
500,Davisville,43.7043244,-79.3887901,Thobors Boulangerie Patisserie Café,43.704513877453266,-79.38861602551758,Café
501,Davisville,43.7043244,-79.3887901,Viva Napoli,43.70575225315343,-79.38912464296774,Pizza Place
502,Davisville,43.7043244,-79.3887901,Marigold Indian Bistro,43.702880859375,-79.38800811767578,Indian Restaurant
503,Davisville,43.7043244,-79.3887901,XO Gelato,43.70517671239303,-79.3887930388649,Dessert Shop
504,Davisville,43.7043244,-79.3887901,Zee Grill,43.70498511291793,-79.38847622354874,Seafood Restaurant
505,Davisville,43.7043244,-79.3887901,Starbucks,43.70594,-79.38941,Coffee Shop
506,Davisville,43.7043244,-79.3887901,June Rowlands Park,43.70051698238234,-79.38918866607341,Park
507,Davisville,43.7043244,-79.3887901,Sakae Sushi,43.70494407149989,-79.38870408604551,Sushi Restaurant
508,Davisville,43.7043244,-79.3887901,Florentia Ristorante,43.703594,-79.3879846,Italian Restaurant
509,Davisville,43.7043244,-79.3887901,Positano,43.704558,-79.38863854,Italian Restaurant
510,Davisville,43.7043244,-79.3887901,Thai Spicy House,43.7019616162845,-79.3875129672506,Thai Restaurant
511,Davisville,43.7043244,-79.3887901,Flaky Tart,43.70653850357435,-79.38961139953942,Dessert Shop
512,Davisville,43.7043244,-79.3887901,Hokkaido Sushi,43.708081718364554,-79.38999467246003,Sushi Restaurant
513,Davisville,43.7043244,-79.3887901,GoodLife Fitness Toronto Mount Pleasant and Davisville,43.700802,-79.386417,Gym
514,Davisville,43.7043244,-79.3887901,Bread and Butter,43.70158248227423,-79.3873587869354,Sandwich Place
515,Davisville,43.7043244,-79.3887901,Granite Brewery,43.70799119535042,-79.38994275728216,Brewery
516,Davisville,43.7043244,-79.3887901,Hazel's Diner,43.70210267511542,-79.3876176468172,Diner
517,Davisville,43.7043244,-79.3887901,Crossfit Metric,43.70747956557104,-79.38985687683696,Gym
518,Davisville,43.7043244,-79.3887901,Mastermind Toys,43.704839243420075,-79.38854629838522,Toy / Game Store
519,Davisville,43.7043244,-79.3887901,souvlaki express,43.70737794652891,-79.38984793934696,Greek Restaurant
520,Davisville,43.7043244,-79.3887901,Starving Artist,43.701538,-79.38724,Restaurant
521,Davisville,43.7043244,-79.3887901,Second Cup,43.704344001380505,-79.38865888961692,Coffee Shop
522,Davisville,43.7043244,-79.3887901,Petro-Canada,43.70226903889355,-79.38795536756516,Gas Station
523,Davisville,43.7043244,-79.3887901,Apple Tree Farmer's Market,43.70032613903132,-79.38976045544334,Farmers Market
524,Davisville,43.7043244,-79.3887901,Marcheleo's Gourmet Marketplace,43.70804065392919,-79.39219480282117,Gourmet Shop
525,Davisville,43.7043244,-79.3887901,Subway,43.70176337400996,-79.38780495416756,Sandwich Place
526,Davisville,43.7043244,-79.3887901,Meow Cat Cafe,43.702927,-79.38819,Café
527,Davisville,43.7043244,-79.3887901,Pizza Pizza,43.70613821755869,-79.38929246805056,Pizza Place
528,Davisville,43.7043244,-79.3887901,Shoppers Drug Mart,43.707806,-79.389893,Pharmacy
529,Davisville,43.7043244,-79.3887901,The Belsize Public House,43.702533638111404,-79.3877380008186,New American Restaurant
530,Davisville,43.7043244,-79.3887901,Subway,43.7084743635371,-79.39067425664052,Sandwich Place
531,Davisville,43.7043244,-79.3887901,South China Restaurant,43.701899125684406,-79.38764921558948,Chinese Restaurant
532,Davisville,43.7043244,-79.3887901,Seven 44,43.707187025383305,-79.38973979514955,Bar
533,Moore Park / Summerhill East,43.6895743,-79.38315990000001,Reds,43.6928156790476,-79.38450425856912,Restaurant
534,Moore Park / Summerhill East,43.6895743,-79.38315990000001,Moorevale Park,43.693609879336925,-79.38346507970056,Playground
535,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,The Market By Longo’s,43.686711,-79.399536,Supermarket
536,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,LCBO,43.686990631074885,-79.39923810519545,Liquor Store
537,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,Mary Be Kitchen,43.687708,-79.395062,Restaurant
538,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,Daeco Sushi,43.68783769992881,-79.39565249242683,Sushi Restaurant
539,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,Union Social Eatery,43.68789522205706,-79.39491559605742,American Restaurant
540,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,Starbucks,43.686756,-79.398292,Coffee Shop
541,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,Tim Hortons,43.687682,-79.39684,Coffee Shop
542,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,Raiders E-Sports Centre,43.687682915990386,-79.39594439646025,Sports Bar
543,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,Fionn MacCool's,43.68792137317272,-79.39478325313542,Pub
544,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,Scallywags,43.687981749962695,-79.39467568457059,Pub
545,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,Popeyes Louisiana Kitchen,43.6893,-79.395302,Fried Chicken Joint
546,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,Pizzaiolo,43.68799051263145,-79.39463424218918,Pizza Place
547,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,Sprout,43.687995609133544,-79.39465149552744,Vietnamese Restaurant
548,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,Kiva's,43.687983764255456,-79.39471505267664,Bagel Shop
549,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,TTC Stop #,43.6858256,-79.40498099,Light Rail Station
550,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park,43.68641229999999,-79.4000493,RBC Royal Bank,43.68806164142636,-79.39500079795525,Bank
551,Rosedale,43.6795626,-79.37752940000001,Rosedale Park,43.68232820227814,-79.37893434347683,Playground
552,Rosedale,43.6795626,-79.37752940000001,Whitney Park,43.68203573063681,-79.37378835021306,Park
553,Rosedale,43.6795626,-79.37752940000001,Alex Murray Parkette,43.678300240478954,-79.38277328698108,Park
554,Rosedale,43.6795626,-79.37752940000001,Milkman's Lane,43.676352068015554,-79.37384239440172,Trail
555,St. James Town / Cabbagetown,43.667967,-79.3676753,Cranberries,43.6678427705951,-79.36940687874281,Diner
556,St. James Town / Cabbagetown,43.667967,-79.3676753,Butter Chicken Factory,43.66707247004843,-79.36918422958169,Indian Restaurant
557,St. James Town / Cabbagetown,43.667967,-79.3676753,Kingyo Toronto,43.66589495808371,-79.36841520638596,Japanese Restaurant
558,St. James Town / Cabbagetown,43.667967,-79.3676753,Merryberry Cafe + Bistro,43.66663020301851,-79.36879184199822,Café
559,St. James Town / Cabbagetown,43.667967,-79.3676753,F'Amelia,43.66753590663226,-79.36861331485827,Italian Restaurant
560,St. James Town / Cabbagetown,43.667967,-79.3676753,Murgatroid,43.66738149016019,-79.36931129229457,Restaurant
561,St. James Town / Cabbagetown,43.667967,-79.3676753,Cabbagetown Brew,43.66692279890784,-79.36928929560437,Café
562,St. James Town / Cabbagetown,43.667967,-79.3676753,Absolute Bakery & Café,43.667469462461995,-79.36927654747196,Bakery
563,St. James Town / Cabbagetown,43.667967,-79.3676753,Fair Trade Jewellery Co.,43.6653480241165,-79.36836240366654,Jewelry Store
564,St. James Town / Cabbagetown,43.667967,-79.3676753,Toronto Dance Theatre,43.66623230619368,-79.36707506629983,General Entertainment
565,St. James Town / Cabbagetown,43.667967,-79.3676753,St. Jamestown Delicatessen,43.66581142395609,-79.36864825640076,Butcher
566,St. James Town / Cabbagetown,43.667967,-79.3676753,House on Parliament,43.663645704974314,-79.36785378722945,Gastropub
567,St. James Town / Cabbagetown,43.667967,-79.3676753,Mr. Jerk,43.66732847256732,-79.37338943621165,Caribbean Restaurant
568,St. James Town / Cabbagetown,43.667967,-79.3676753,Labour Of Love,43.663907,-79.368822,Gift Shop
569,St. James Town / Cabbagetown,43.667967,-79.3676753,Pet Valu,43.66420501339666,-79.36846012382637,Pet Store
570,St. James Town / Cabbagetown,43.667967,-79.3676753,Stout Irish Pub,43.66389071833622,-79.3690300810636,Pub
571,St. James Town / Cabbagetown,43.667967,-79.3676753,The Epicure Shop,43.663964860964924,-79.36779540886938,Deli / Bodega
572,St. James Town / Cabbagetown,43.667967,-79.3676753,Kanpai Snack Bar,43.664330935948634,-79.36806503124257,Taiwanese Restaurant
573,St. James Town / Cabbagetown,43.667967,-79.3676753,The Pear Tree,43.664904018134834,-79.36824639094671,Restaurant
574,St. James Town / Cabbagetown,43.667967,-79.3676753,Sunny Green Vegetable and Fruit,43.667555388483756,-79.3724347693053,Market
575,St. James Town / Cabbagetown,43.667967,-79.3676753,Wellesley Park,43.6696487958367,-79.3621551990509,Park
576,St. James Town / Cabbagetown,43.667967,-79.3676753,Thai Room - Cabbagetown,43.6641587260231,-79.36818872980979,Thai Restaurant
577,St. James Town / Cabbagetown,43.667967,-79.3676753,Jetfuel Coffee,43.66529519392083,-79.3683345416816,Coffee Shop
578,St. James Town / Cabbagetown,43.667967,-79.3676753,Hey Lucy,43.66407509923825,-79.36865505824356,Italian Restaurant
579,St. James Town / Cabbagetown,43.667967,-79.3676753,TD Canada Trust,43.66465469253796,-79.36788707971579,Bank
580,St. James Town / Cabbagetown,43.667967,-79.3676753,LCBO,43.665585593088366,-79.36853050840249,Liquor Store
581,St. James Town / Cabbagetown,43.667967,-79.3676753,Winchester Park,43.66623107575282,-79.3716312803108,Playground
582,St. James Town / Cabbagetown,43.667967,-79.3676753,The Beer Store,43.6664079,-79.368833,Beer Store
583,St. James Town / Cabbagetown,43.667967,-79.3676753,Tim Hortons,43.66716925802294,-79.36884865164751,Coffee Shop
584,St. James Town / Cabbagetown,43.667967,-79.3676753,Subway,43.66564329610601,-79.3683001523662,Sandwich Place
585,St. James Town / Cabbagetown,43.667967,-79.3676753,Daniel et Daniel Event Creation & Catering,43.6643837,-79.3683282,Bakery
586,St. James Town / Cabbagetown,43.667967,-79.3676753,Pizza Pizza,43.667178738521734,-79.36966873777858,Pizza Place
587,St. James Town / Cabbagetown,43.667967,-79.3676753,Tim Hortons,43.665785871990316,-79.36828404664993,Coffee Shop
588,St. James Town / Cabbagetown,43.667967,-79.3676753,The Flying Beaver Pubaret,43.664828798875426,-79.36829203718695,Pub
589,St. James Town / Cabbagetown,43.667967,-79.3676753,Johnny G's,43.66456495893274,-79.36806027251208,Breakfast Spot
590,St. James Town / Cabbagetown,43.667967,-79.3676753,Pizza Pizza,43.66809038080825,-79.37027389227195,Pizza Place
591,St. James Town / Cabbagetown,43.667967,-79.3676753,China Gourmet,43.6641802410051,-79.36835925727236,Chinese Restaurant
592,St. James Town / Cabbagetown,43.667967,-79.3676753,Ambal Trading,43.66753798027583,-79.36934978648982,Market
593,St. James Town / Cabbagetown,43.667967,-79.3676753,Wellesley Parliament Square,43.668589018294284,-79.37016915914073,Plaza
594,St. James Town / Cabbagetown,43.667967,-79.3676753,Shoppers Drug Mart,43.663998,-79.36783,Pharmacy
595,St. James Town / Cabbagetown,43.667967,-79.3676753,Park Snacks,43.66697911709206,-79.36311542987823,Snack Place
596,St. James Town / Cabbagetown,43.667967,-79.3676753,No Frills,43.663515,-79.367166,Grocery Store
597,St. James Town / Cabbagetown,43.667967,-79.3676753,Corner Convenience,43.664234117491084,-79.36811246507057,Convenience Store
598,Church and Wellesley,43.6658599,-79.38315990000001,Storm Crow Manor,43.66683985695023,-79.38159278029707,Theme Restaurant
599,Church and Wellesley,43.6658599,-79.38315990000001,DanceLifeX Centre,43.66695583448771,-79.3852972984314,Dance Studio
600,Church and Wellesley,43.6658599,-79.38315990000001,The Alley,43.66592244798498,-79.38556672752236,Bubble Tea Shop
601,Church and Wellesley,43.6658599,-79.38315990000001,Sansotei Ramen 三草亭,43.666734794517005,-79.3853530009483,Ramen Restaurant
602,Church and Wellesley,43.6658599,-79.38315990000001,Smith,43.66692666745884,-79.38142135954267,Breakfast Spot
603,Church and Wellesley,43.6658599,-79.38315990000001,Fabarnak,43.66637677585409,-79.38096396850409,Restaurant
604,Church and Wellesley,43.6658599,-79.38315990000001,Barbara Hall Park,43.66687857011423,-79.38106777601625,Park
605,Church and Wellesley,43.6658599,-79.38315990000001,Como En Casa,43.66516,-79.384796,Mexican Restaurant
606,Church and Wellesley,43.6658599,-79.38315990000001,Wickson Social,43.66590450775969,-79.38571974166427,Gastropub
607,Church and Wellesley,43.6658599,-79.38315990000001,Glad Day Bookshop,43.66527119350875,-79.38078512672504,Bookstore
608,Church and Wellesley,43.6658599,-79.38315990000001,Bar Volo,43.66546184849369,-79.38569158315659,Beer Bar
609,Church and Wellesley,43.6658599,-79.38315990000001,Ho's Team Barber Shop,43.66563031656884,-79.38135926650858,Salon / Barbershop
610,Church and Wellesley,43.6658599,-79.38315990000001,Hero Certified Burgers,43.66562403029978,-79.38090430769088,Burger Joint
611,Church and Wellesley,43.6658599,-79.38315990000001,FUEL+,43.66439936324463,-79.38042718414235,Juice Bar
612,Church and Wellesley,43.6658599,-79.38315990000001,Coach House Restaurant,43.66499059853204,-79.38481415727767,Diner
613,Church and Wellesley,43.6658599,-79.38315990000001,Si Lom,43.66501007731949,-79.38068288199048,Thai Restaurant
614,Church and Wellesley,43.6658599,-79.38315990000001,North of Brooklyn Pizzeria,43.664383604568975,-79.38037571983865,Pizza Place
615,Church and Wellesley,43.6658599,-79.38315990000001,Churchmouse & Firkin,43.66463217328346,-79.38040612389896,Pub
616,Church and Wellesley,43.6658599,-79.38315990000001,T-Swirl Crepe,43.663452,-79.384125,Creperie
617,Church and Wellesley,43.6658599,-79.38315990000001,Openmat Mixed Martial Arts,43.666171607941095,-79.3847667237342,Martial Arts Dojo
618,Church and Wellesley,43.6658599,-79.38315990000001,Dal Moro's Fresh Pasta To Go,43.66664070494267,-79.38540023837237,Italian Restaurant
619,Church and Wellesley,43.6658599,-79.38315990000001,Starbucks,43.66498,-79.38051,Coffee Shop
620,Church and Wellesley,43.6658599,-79.38315990000001,Kothur Indian Cuisine,43.66787229558206,-79.38565911153148,Indian Restaurant
621,Church and Wellesley,43.6658599,-79.38315990000001,Tokyo Sushi,43.665885330936845,-79.38697684868161,Sushi Restaurant
622,Church and Wellesley,43.6658599,-79.38315990000001,The Men's Room,43.664445596525944,-79.38006704821788,Men's Store
623,Church and Wellesley,43.6658599,-79.38315990000001,Piedmont Coffee Bar,43.66828640594333,-79.38252026711419,Coffee Shop
624,Church and Wellesley,43.6658599,-79.38315990000001,Holy Chuck,43.66524054342597,-79.38472816592302,Burger Joint
625,Church and Wellesley,43.6658599,-79.38315990000001,Black Eagle,43.66408473971554,-79.38009823456886,Gay Bar
626,Church and Wellesley,43.6658599,-79.38315990000001,Toronto Hemp Company,43.668419429320515,-79.38584843598086,Smoke Shop
627,Church and Wellesley,43.6658599,-79.38315990000001,The Keg Steakhouse + Bar,43.66675618397813,-79.37830241801962,Steakhouse
628,Church and Wellesley,43.6658599,-79.38315990000001,401 Games,43.663623277853254,-79.3840374323983,Hobby Shop
629,Church and Wellesley,43.6658599,-79.38315990000001,Curry's Art Store Ltd.,43.66283810530193,-79.38373201352064,Arts & Crafts Store
630,Church and Wellesley,43.6658599,-79.38315990000001,Burrito Bandidos,43.662962178169344,-79.38395554190546,Burrito Place
631,Church and Wellesley,43.6658599,-79.38315990000001,Central YMCA,43.663083310067655,-79.38502493214878,Distribution Center
632,Church and Wellesley,43.6658599,-79.38315990000001,Church Street Espresso,43.66829221417146,-79.38187727767004,Café
633,Church and Wellesley,43.6658599,-79.38315990000001,Out On The Street,43.668293169032786,-79.3803404783587,Men's Store
634,Church and Wellesley,43.6658599,-79.38315990000001,Kawa Sushi,43.66389438938988,-79.38021009464505,Japanese Restaurant
635,Church and Wellesley,43.6658599,-79.38315990000001,Wish,43.66875926600152,-79.38569365317709,Restaurant
636,Church and Wellesley,43.6658599,-79.38315990000001,Kintaro,43.664151602498634,-79.38026409399562,Sake Bar
637,Church and Wellesley,43.6658599,-79.38315990000001,Hair Of The Dog,43.66282779855822,-79.37966975971744,Gastropub
638,Church and Wellesley,43.6658599,-79.38315990000001,Bikram Yoga Yonge,43.66820532149228,-79.38578009605408,Yoga Studio
639,Church and Wellesley,43.6658599,-79.38315990000001,The Anndore House,43.66880060698211,-79.38541264736057,Hotel
640,Church and Wellesley,43.6658599,-79.38315990000001,Wow! Sushi,43.668514,-79.386686,Sushi Restaurant
641,Church and Wellesley,43.6658599,-79.38315990000001,The Yoga Sanctuary,43.661499497597596,-79.38363613350754,Yoga Studio
642,Church and Wellesley,43.6658599,-79.38315990000001,Constantine,43.668772727073986,-79.38528710685651,Mediterranean Restaurant
643,Church and Wellesley,43.6658599,-79.38315990000001,The Betty Oliphant Theatre,43.6643149030362,-79.37772963287725,Theater
644,Church and Wellesley,43.6658599,-79.38315990000001,Rooster Coffee House,43.66965378571954,-79.379870566686,Coffee Shop
645,Church and Wellesley,43.6658599,-79.38315990000001,Cawthra Square Dog Park,43.66658331158984,-79.3800401687622,Dog Run
646,Church and Wellesley,43.6658599,-79.38315990000001,NC Salon +,43.66940593538455,-79.38674752555433,Health & Beauty Service
647,Church and Wellesley,43.6658599,-79.38315990000001,Onnki Donburi,43.669757426551236,-79.3845741987884,Japanese Restaurant
648,Church and Wellesley,43.6658599,-79.38315990000001,Ritz Caribbean Food,43.66954527049821,-79.38650615702159,Caribbean Restaurant
649,Church and Wellesley,43.6658599,-79.38315990000001,O. Noir,43.66914465420568,-79.38250465821741,Restaurant
650,Church and Wellesley,43.6658599,-79.38315990000001,The Blake House,43.664468354131486,-79.37747087203942,American Restaurant
651,Church and Wellesley,43.6658599,-79.38315990000001,Tokyo Kitchen,43.66878262373862,-79.38515305215851,Japanese Restaurant
652,Church and Wellesley,43.6658599,-79.38315990000001,The Salad House,43.669508018475916,-79.38606068373156,Mediterranean Restaurant
653,Church and Wellesley,43.6658599,-79.38315990000001,Rolltation,43.669388,-79.386566,Sushi Restaurant
654,Church and Wellesley,43.6658599,-79.38315990000001,H Mart,43.66933159547631,-79.38625713488061,Grocery Store
655,Church and Wellesley,43.6658599,-79.38315990000001,Sushi Box,43.66295954544153,-79.38657996066198,Sushi Restaurant
656,Church and Wellesley,43.6658599,-79.38315990000001,Starbucks,43.662407,-79.385943,Coffee Shop
657,Church and Wellesley,43.6658599,-79.38315990000001,The Drink,43.66416675815651,-79.3801489917456,Coffee Shop
658,Church and Wellesley,43.6658599,-79.38315990000001,Joe Fresh,43.661956,-79.38016,Clothing Store
659,Church and Wellesley,43.6658599,-79.38315990000001,Church Street Garage,43.664710240695925,-79.3803316033599,Gay Bar
660,Church and Wellesley,43.6658599,-79.38315990000001,Kokoni Izakaya,43.664181433817156,-79.38025833040214,Japanese Restaurant
661,Church and Wellesley,43.6658599,-79.38315990000001,Asahi Sushi,43.66987385309732,-79.38294265075162,Sushi Restaurant
662,Church and Wellesley,43.6658599,-79.38315990000001,Bishop and Belcher,43.67009573008565,-79.38235405899651,Pub
663,Church and Wellesley,43.6658599,-79.38315990000001,A&W,43.66641495866356,-79.37823495735253,Fast Food Restaurant
664,Church and Wellesley,43.6658599,-79.38315990000001,Flash,43.66431873076484,-79.38019013536531,Strip Club
665,Church and Wellesley,43.6658599,-79.38315990000001,Alexander Wood Statue,43.66370219409484,-79.38030123823394,Sculpture Garden
666,Church and Wellesley,43.6658599,-79.38315990000001,Noah's Natural Foods,43.66853209575393,-79.38588463120627,Food & Drink Shop
667,Church and Wellesley,43.6658599,-79.38315990000001,Croissant Tree,43.66957516951418,-79.3823307429487,Coffee Shop
668,Church and Wellesley,43.6658599,-79.38315990000001,Town Inn Suites,43.66905597213064,-79.38257311903673,Hotel
669,Church and Wellesley,43.6658599,-79.38315990000001,Petro-Canada,43.666637,-79.378028,Gas Station
670,Church and Wellesley,43.6658599,-79.38315990000001,TTC Streetcar #506 College,43.664857511689995,-79.37767515533156,Cable Car
671,Regent Park / Harbourfront,43.6542599,-79.3606359,Roselle Desserts,43.653446723052674,-79.3620167174383,Bakery
672,Regent Park / Harbourfront,43.6542599,-79.3606359,Tandem Coffee,43.65355870959944,-79.36180945913513,Coffee Shop
673,Regent Park / Harbourfront,43.6542599,-79.3606359,Cooper Koo Family YMCA,43.65324910177244,-79.35800826343677,Distribution Center
674,Regent Park / Harbourfront,43.6542599,-79.3606359,Body Blitz Spa East,43.65473505045365,-79.35987433132891,Spa
675,Regent Park / Harbourfront,43.6542599,-79.3606359,Morning Glory Cafe,43.653946942635294,-79.36114884214422,Breakfast Spot
676,Regent Park / Harbourfront,43.6542599,-79.3606359,Impact Kitchen,43.65636850543279,-79.35697968750694,Restaurant
677,Regent Park / Harbourfront,43.6542599,-79.3606359,Corktown Common,43.655617799749734,-79.3562113397429,Park
678,Regent Park / Harbourfront,43.6542599,-79.3606359,Figs Breakfast & Lunch,43.65567455427388,-79.3645032892494,Breakfast Spot
679,Regent Park / Harbourfront,43.6542599,-79.3606359,The Distillery Historic District,43.65024435658077,-79.35932278633118,Historic Site
680,Regent Park / Harbourfront,43.6542599,-79.3606359,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
681,Regent Park / Harbourfront,43.6542599,-79.3606359,Distillery Sunday Market,43.650074989330655,-79.36183171318665,Farmers Market
682,Regent Park / Harbourfront,43.6542599,-79.3606359,SOMA chocolatemaker,43.65062222570758,-79.35812684032683,Chocolate Shop
683,Regent Park / Harbourfront,43.6542599,-79.3606359,Rooster Coffee,43.65189965670432,-79.36560912104514,Coffee Shop
684,Regent Park / Harbourfront,43.6542599,-79.3606359,Cacao 70,43.650066694561666,-79.36072263183006,Dessert Shop
685,Regent Park / Harbourfront,43.6542599,-79.3606359,Arvo,43.64996280366945,-79.36144178325522,Coffee Shop
686,Regent Park / Harbourfront,43.6542599,-79.3606359,Alumnae Theatre,43.65275554626444,-79.36475283805089,Theater
687,Regent Park / Harbourfront,43.6542599,-79.3606359,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop
688,Regent Park / Harbourfront,43.6542599,-79.3606359,Young Centre for the Performing Arts,43.65082466432163,-79.35759324240415,Performing Arts Venue
689,Regent Park / Harbourfront,43.6542599,-79.3606359,Starbucks,43.651613,-79.364917,Coffee Shop
